timestamp,gyroX,gyroY,gyroZ,Accel_1_X,Accel_1_Y,Accel_1_Z,Accel_2_X,Accel_2_Y,Accel_2_Z,classification
1590,-8.2,2.7,1.1,0.20,0.44,0.69,1.13,0.54,-0.24, unclassified
1602,-7.9,1.5,1.4,0.24,0.39,0.73,1.08,0.49,-0.24, unclassified
1614,-7.9,1.6,1.8,0.20,0.24,0.73,1.03,0.54,-0.34, unclassified
1629,-7.8,1.8,2.2,0.24,0.29,0.83,1.13,0.54,-0.15, unclassified
1641,-8.3,2.3,2.2,0.29,0.29,0.83,1.13,0.64,0.00, unclassified
1653,-8.7,2.3,1.2,0.39,0.34,0.93,1.13,0.54,0.00, unclassified
1666,-8.8,1.4,-0.4,0.29,0.39,0.83,1.13,0.49,0.00, unclassified
1679,-8.9,1.0,-0.6,0.24,0.39,0.88,1.08,0.29,-0.10, unclassified
1692,-8.7,0.4,-0.2,0.20,0.39,0.78,1.03,0.29,-0.15, unclassified
1704,-8.1,-0.7,0.7,0.15,0.39,0.73,0.98,0.29,-0.24, unclassified
1717,-7.8,-0.8,1.4,0.15,0.34,0.78,0.98,0.29,-0.20, unclassified
1730,-7.6,-0.8,1.9,0.20,0.24,0.88,1.13,0.24,0.00, unclassified
1742,-8.5,-0.6,0.1,0.24,0.20,0.93,1.23,0.29,0.05, unclassified
1755,-8.9,-0.8,-0.9,0.29,0.15,0.98,1.27,0.24,0.10, unclassified
1767,-9.3,-1.0,-1.6,0.29,0.24,0.98,1.32,0.34,0.05, unclassified
1780,-10.0,-1.2,-2.3,0.20,0.29,0.93,1.18,0.15,0.00, unclassified
1793,-9.7,-2.0,-2.0,0.10,0.24,0.93,1.23,0.15,-0.05, unclassified
1805,-9.2,-2.6,-0.5,0.05,0.24,0.93,1.18,0.15,-0.10, unclassified
1817,-9.3,-2.5,0.4,0.15,0.15,0.88,1.18,0.05,-0.05, unclassified
1829,-9.5,-2.2,0.1,0.15,0.10,1.03,1.18,0.05,0.00, unclassified
1843,-9.7,-3.3,-0.6,0.15,0.10,1.03,1.27,0.10,0.00, unclassified
1855,-9.8,-3.5,-0.7,0.10,0.10,0.98,1.18,0.10,-0.05, unclassified
1867,-9.8,-3.4,-0.9,0.10,0.15,0.98,1.08,0.00,-0.10, unclassified
1880,-9.1,-4.3,-0.1,0.10,0.15,0.98,1.13,0.00,-0.10, unclassified
1893,-9.0,-3.9,0.3,0.05,0.05,0.88,1.08,0.05,-0.20, unclassified
1905,-8.9,-3.7,0.6,0.10,0.10,0.83,1.03,0.00,-0.20, unclassified
1917,-8.5,-4.1,1.2,0.10,0.10,0.88,0.98,0.00,-0.20, unclassified
1930,-8.3,-4.1,1.5,0.00,0.15,0.83,1.03,0.00,-0.29, unclassified
1942,-7.9,-4.1,1.4,0.15,0.05,0.83,1.03,0.00,-0.15, unclassified
1955,-7.9,-4.4,1.1,0.15,0.10,0.73,0.93,-0.05,-0.15, unclassified
1968,-7.7,-4.6,1.1,0.15,0.20,0.69,0.93,-0.05,-0.20, unclassified
1980,-7.2,-4.9,1.1,0.24,0.15,0.64,0.98,-0.05,-0.10, unclassified
1993,-7.3,-4.7,0.9,0.24,0.15,0.78,0.98,-0.10,-0.15, unclassified
2006,-7.5,-4.6,0.7,0.24,0.00,0.83,1.13,-0.05,-0.20, unclassified
2019,-8.0,-4.2,0.8,0.20,-0.10,0.83,1.18,0.15,-0.15, unclassified
2031,-8.8,-2.6,0.9,0.24,-0.29,0.93,1.18,0.20,-0.10, unclassified
2044,-9.1,-2.1,0.9,0.29,-0.34,1.03,1.23,0.20,-0.24, unclassified
2057,-9.5,-1.6,1.0,0.34,-0.49,1.08,1.27,0.29,-0.20, unclassified
2070,-9.9,-1.5,1.2,0.39,-0.54,0.98,1.23,0.20,-0.15, unclassified
2082,-9.4,-1.4,1.0,0.44,-0.59,1.08,1.13,0.20,-0.10, unclassified
2097,-9.0,-1.7,1.0,0.49,-0.49,0.98,1.18,0.34,-0.10, unclassified
2109,-8.9,-1.4,1.1,0.49,-0.69,1.08,1.27,0.44,-0.20, unclassified
2121,-9.8,0.0,1.2,0.49,-0.78,1.13,1.32,0.54,-0.15, unclassified
2135,-10.3,0.9,1.2,0.54,-0.64,1.13,1.32,0.54,-0.15, unclassified
2148,-10.6,1.3,1.2,0.54,-0.49,1.08,1.27,0.44,-0.15, unclassified
2161,-10.2,1.5,1.4,0.54,-0.39,0.98,1.27,0.49,-0.15, unclassified
2174,-9.9,1.2,1.3,0.54,-0.24,0.88,1.18,0.34,-0.10, unclassified
